car_name,model_year,km,transmission,fuel,color,no_doors,engine_capacity,drive_type,no_cylinders,Accident_history,price
Used Toyota Corolla 2010,2010,"160,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"12,500"
Used Toyota Camry 2007,2007,"375,000KM",N/A,N/A,Silver,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"12,000"
Used Toyota Yaris 2014,2014,"76,096KM",N/A,N/A,Silver,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"20,000"
Used Toyota Camry 2014,2014,"230,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"19,000"
Used GMC Yukon  5.3L SLE (2WD) 2018,2018,"27,440KM",Automatic,Petrol,Black,5,5328,"
            Rear Wheel Drive
          ",8,Perfect inside out,"149,950"
Used Chevrolet Suburban  5.3L LS 2WD 2018,2018,"36,827KM",Automatic,Petrol,Black,5,5300,"
            Rear Wheel Drive
          ",8,Perfect inside out,"135,575"
Used Chevrolet Traverse 3.6L LTZ 2012,2012,"250,000KM",Automatic,Petrol,White,4,3600,"
            All Wheel Drive
          ",6,Normal wear and tear with a few issues,"22,000"
Used Toyota Camry  2.5L GLX 2017,2017,"150,000KM",Automatic,Petrol,Gray,4,2500,"
            Front Wheel Drive
          ",4,Minor wear and tear,"75,000"
Used Mercedes-Benz 300/350/380 2012,2012,"136,000KM",Automatic,Petrol,White,4,N/A,"
            Rear Wheel Drive
          ",6,Perfect inside out,"100,000"
Used Chevrolet Caprice 2004,2004,"1,300,000KM",Automatic,Petrol,Silver,4,507,"
            Rear Wheel Drive
          ",8,Normal wear and tear with a few issues,"12,000"
Used Toyota Camry 2015,2015,"88,000KM",N/A,N/A,Red,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"25,000"
Used Toyota Camry 2003,2003,"225,000KM",N/A,N/A,Silver,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"6,000"
Used Toyota Yaris 2011,2011,"300,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"10,000"
Used Toyota Corolla 2006,2006,"176,000KM",N/A,N/A,Silver,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"8,000"
Used Toyota Camry 2006,2006,"300,000KM",N/A,N/A,Silver,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"7,000"
Used Toyota Camry 2004,2004,"253,600KM",N/A,N/A,Silver,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"6,000"
Used Toyota Camry 2004,2004,"62,315KM",N/A,N/A,Gold,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"6,000"
Used Kia Sportage 2019,2019,"150,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"40,000"
Used Toyota Camry 2007,2007,"200,000KM",N/A,N/A,Silver,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"10,000"
Used Toyota Camry 2003,2003,"225,000KM",N/A,N/A,Silver,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"6,000"
Used Toyota Corolla 2013,2013,"150,000KM",N/A,N/A,Silver,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"10,000"
Used Toyota Camry 2015,2015,"720,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"13,000"
Used Toyota Fortuner 2014,2014,"160,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"24,000"
Used Toyota Fortuner 2012,2012,"110,000KM",N/A,N/A,Gold,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"18,000"
Used Mazda CX-9 2016,2016,"108,000KM",Automatic,Petrol,Silver,5,3,"
            Front Wheel Drive
          ",6,Minor wear and tear,"66,000"
Used Toyota Fortuner 2012,2012,"110,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"18,000"
Used Toyota Fortuner 2013,2013,"280,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"28,000"
Used Toyota Camry 2008,2008,"135,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",4,Perfect inside out,"12,000"
Used Toyota Fortuner 2010,2010,"270,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"22,000"
Used Hyundai Accent 2015,2015,"76,000KM",N/A,N/A,Silver,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"18,000"
Used Toyota Camry  2.5L Limited 2015,2015,"213,000KM",Automatic,Petrol,White,4,2500,"
            Front Wheel Drive
          ",4,Perfect inside out,"45,000"
Used Toyota Land Cruiser Prado 2011,2011,"111,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"32,000"
Used Hyundai County 2019,2019,"61,000KM",N/A,N/A,Black,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"45,000"
Used Toyota Corolla 2013,2013,"287,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"15,000"
Used Toyota Hilux 2010,2010,"136,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"26,000"
Used Toyota Corolla 2017,2017,"287,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"17,000"
Used Toyota Camry 2019,2019,"27,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"35,000"
Used Toyota Rav4 2018,2018,"85,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"45,000"
Used Hyundai Elantra 2016,2016,"75,000KM",N/A,N/A,Gray,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"20,000"
Used Toyota Granvia  2001,2001,"426,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"20,000"
Used Hyundai Avante 2016,2016,"195,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"18,000"
Used Mercedes-Benz CLC 200 2016,2016,"140,000KM",N/A,N/A,Red,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"50,000"
Used Toyota Corolla 2017,2017,"160,000KM",N/A,N/A,Black,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"30,000"
Used Hyundai Elantra 2019,2019,"77,000KM",N/A,N/A,Silver,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"30,000"
Used Toyota Corolla 2006,2006,"140,000KM",N/A,N/A,Silver,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"8,000"
Used Toyota Camry 2004,2004,"300,000KM",N/A,N/A,Silver,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"6,000"
Used Toyota Camry 2017,2017,"120,000KM",N/A,N/A,Gold,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"35,000"
Used Hyundai Elantra 2016,2016,"193,000KM",N/A,N/A,Silver,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"20,000"
Used Toyota Camry 2011,2011,"300,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"10,000"
Used Hyundai Tucson 2017,2017,"141,000KM",N/A,N/A,Silver,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"25,000"
Used Toyota Yaris 2011,2011,"300,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"10,000"
Used Hyundai Elantra 2016,2016,"75,000KM",N/A,N/A,Silver,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"20,000"
Used Hyundai Elantra 2016,2016,"84,000KM",N/A,N/A,Black,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"13,000"
Used Toyota Corolla 2012,2012,"100,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"15,000"
Used Toyota Corolla 2015,2015,"206,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"17,000"
Used Hyundai Elantra 2016,2016,"210,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"15,000"
Used Hyundai Tucson 2016,2016,"300,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"30,000"
Used Toyota Camry 2008,2008,"400,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"14,000"
Used Toyota Yaris 2015,2015,"109,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"18,500"
Used Toyota Rav4 2014,2014,"364,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"27,000"
Used Toyota Land Cruiser Prado 2013,2013,"177,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"37,000"
Used Toyota Corolla 2013,2013,"11,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"20,000"
Used Hyundai Elantra 2012,2012,"196,000KM",N/A,N/A,Silver,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"14,000"
Used Toyota Corolla 2012,2012,"163,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"10,000"
Used Toyota Hilux 2010,2010,"136,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"30,000"
Used Toyota Land Cruiser Prado 2009,2009,"320,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"30,000"
Used Toyota Corolla 2006,2006,"140,000KM",N/A,N/A,Silver,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"15,000"
Used Toyota Yaris 2015,2015,"171,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"24,000"
Used Toyota Camry 2007,2007,"85,000KM",N/A,N/A,Silver,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"10,000"
Used Hyundai Sonata 2018,2018,"164,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"37,000"
Used Hyundai Elantra 2016,2016,"77,000KM",N/A,N/A,Black,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"16,000"
Used Toyota Camry 2014,2014,"285,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"19,000"
Used BMW X5 2016,2016,"80,000KM",Automatic,Diesel,White,4,2000,"
            All Wheel Drive
          ",4,Perfect inside out,"130,000"
Used Lexus ES 350 2019,2019,"35,951KM",Automatic,Petrol,White,4,N/A,"
            Front Wheel Drive
          ",6,Perfect inside out,"70,000"
Used Hyundai Elantra 1.6L GL 2013,2013,"241,850KM",Manual,Petrol,White,4,1591,"
            Rear Wheel Drive
          ",4,Normal wear and tear with a few issues,"16,000"
Used Kia Optima 2012,2012,"317,000KM",Automatic,N/A,Silver,N/A,N/A,"
            Drive
          ",4,N/A,"22,000"
Used Chevrolet Malibu 2017,2017,"102,000KM",Automatic,N/A,Red,N/A,N/A,"
            Drive
          ",4,N/A,"50,000"
Used Kia Rio 2013,2013,"151,000KM",Automatic,N/A,Silver,N/A,N/A,"
            Drive
          ",4,N/A,"20,000"
Used Jeep Cherokee 2011,2011,"187,000KM",Automatic,N/A,Gold,N/A,N/A,"
            Drive
          ",6,N/A,"27,000"
Used GMC Yukon 2015,2015,"141,000KM",Automatic,N/A,Grey,N/A,N/A,"
            Drive
          ",8,N/A,"110,000"
Used Audi Q5 2014,2014,"233,000KM",Automatic,N/A,White,N/A,N/A,"
            Drive
          ",4,N/A,"49,000"
Used Toyota Avalon 2013,2013,"360,000KM",Automatic,N/A,White,N/A,N/A,"
            Drive
          ",6,N/A,"48,000"
Used Hyundai Genesis 2013,2013,"171,000KM",Automatic,N/A,Black,N/A,N/A,"
            Drive
          ",6,N/A,"36,000"
Used Toyota Corolla 2018,2018,"105,000KM",Automatic,N/A,Black,N/A,N/A,"
            Drive
          ",4,N/A,"55,000"
Used Chevrolet Traverse 2012,2012,"170,000KM",Automatic,N/A,Black,N/A,N/A,"
            Drive
          ",6,N/A,"29,000"
Used Changan CS85 2021,2021,"25,000KM",Automatic,N/A,Black,N/A,N/A,"
            Drive
          ",4,N/A,"95,000"
Used Hyundai Sonata 2018,2018,"92,000KM",Automatic,N/A,N/A,N/A,N/A,"
            Drive
          ",4,N/A,"66,000"
Used Jeep Cherokee 2015,2015,"16,500KM",Automatic,N/A,Black,N/A,N/A,"
            Drive
          ",6,N/A,"75,000"
Used BMW 7 Series 2018,2018,"91,000KM",Automatic,N/A,White,N/A,N/A,"
            Drive
          ",4,N/A,"190,000"
Used Ford Explorer 2010,2010,"221,000KM",Automatic,N/A,White,N/A,N/A,"
            Drive
          ",6,N/A,"41,000"
Used Ford Explorer 2010,2010,"256,000KM",Automatic,N/A,White,N/A,N/A,"
            Drive
          ",6,N/A,"22,000"
Used CMC Z7 2015,2015,"179,000KM",Automatic,N/A,Blue,N/A,N/A,"
            Drive
          ",4,N/A,"18,500"
Used Hyundai Creta 2020,2020,"78,000KM",Automatic,N/A,White,N/A,N/A,"
            Drive
          ",4,N/A,"65,000"
Used Ford Edge 2013,2013,"323,000KM",Automatic,N/A,White,N/A,N/A,"
            Drive
          ",6,N/A,"35,000"
Used Chevrolet Tahoe 2011,2011,"394,000KM",Automatic,N/A,Black,N/A,N/A,"
            Drive
          ",8,N/A,"32,000"
Used GMC Yukon 2013,2013,"223,000KM",Automatic,N/A,Black,N/A,N/A,"
            Drive
          ",8,N/A,"50,000"
Used Changan CS95 2019,2019,"49,000KM",Automatic,N/A,Red,N/A,N/A,"
            Drive
          ",4,N/A,"87,000"
Used Kia Sportage 2016,2016,"256,000KM",Automatic,N/A,Silver,N/A,N/A,"
            Drive
          ",4,N/A,"44,000"
Used Mercedes-Benz S-Class 2018,2018,"132,000KM",Automatic,N/A,Black,N/A,N/A,"
            Drive
          ",8,N/A,"316,200"
Used Ford Edge 2014,2014,"110,000KM",Automatic,N/A,Black,N/A,N/A,"
            Drive
          ",6,N/A,"41,000"
Used Mitsubishi Pajero 2017,2017,"122,000KM",Automatic,N/A,White,N/A,N/A,"
            Drive
          ",6,N/A,"68,000"
Used Land Rover Range Rover 2018,2018,"65,000KM",Automatic,N/A,Silver,N/A,N/A,"
            Drive
          ",6,N/A,"356,000"
Used BMW 7 Series 2020,2020,"35,000KM",Automatic,N/A,Other,N/A,N/A,"
            Drive
          ",4,N/A,"280,000"
Used BMW 5 Series 2013,2013,"316,000KM",Automatic,N/A,White,N/A,N/A,"
            Drive
          ",4,N/A,"38,000"
Used Ford Fusion 2012,2012,"311,000KM",Automatic,N/A,Silver,N/A,N/A,"
            Drive
          ",4,N/A,"21,000"
Used Audi A8 2012,2012,"159,000KM",Automatic,N/A,Silver,N/A,N/A,"
            Drive
          ",6,N/A,"67,000"
Used Kia Optima 2018,2018,"80,000KM",Automatic,N/A,White,N/A,N/A,"
            Drive
          ",4,N/A,"58,000"
Used Lexus LX 570 2014,2014,"298,000KM",Automatic,N/A,Black,N/A,N/A,"
            Drive
          ",8,N/A,"145,000"
Used Toyota Yaris 2016,2016,"288,000KM",Automatic,N/A,Gold,N/A,N/A,"
            Drive
          ",4,N/A,"28,000"
Used Ford Edge 2012,2012,"156,000KM",Automatic,N/A,Silver,N/A,N/A,"
            Drive
          ",6,N/A,"43,000"
Used MG 5 2021,2021,"19,000KM",Automatic,N/A,Silver,N/A,N/A,"
            Drive
          ",4,N/A,"45,800"
Used Mazda CX-9 2022,2022,"20,000KM",Automatic,N/A,Blue,N/A,N/A,"
            Drive
          ",4,N/A,"143,000"
Used Porsche Cayenne 2011,2011,"300,000KM",Automatic,N/A,White,N/A,N/A,"
            Drive
          ",8,N/A,"56,000"
Used Chevrolet Tahoe 2019,2019,"98,000KM",Automatic,N/A,Grey,N/A,N/A,"
            Drive
          ",8,N/A,"160,000"
Used Toyota Land Cruiser 2016,2016,"137,000KM",Manual,N/A,N/A,N/A,N/A,"
            Drive
          ",6,N/A,"89,500"
Used Audi A6  2.8L (204 HP) 2014,2014,"55,000KM",Automatic,Petrol,White,4,2773,"
            All Wheel Drive
          ",6,Minor wear and tear,"65,000"
Used Hyundai Accent 2012,2012,"133,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"11,000"
Used Toyota Camry 2008,2008,"400,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"14,000"
Used Toyota Yaris 2015,2015,"109,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"18,500"
Used Toyota Rav4 2014,2014,"364,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"27,000"
Used Toyota Land Cruiser Prado 2013,2013,"177,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"37,000"
Used Toyota Corolla 2009,2009,"300,000KM",N/A,N/A,Black,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"8,000"
Used Hyundai Elantra 2012,2012,"196,000KM",N/A,N/A,Silver,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"14,000"
Used Toyota Corolla 2012,2012,"163,000KM",N/A,N/A,Black,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"10,000"
Used Toyota Hilux 2015,2015,"200,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"40,000"
Used Hyundai Santa Fe 2016,2016,"178,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"30,000"
Used Toyota Camry 2018,2018,"80,000KM",N/A,N/A,Blue,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"30,000"
Used Hyundai Sonata 2018,2018,"121,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"40,000"
Used Toyota Camry 2010,2010,"190,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"12,000"
Used Toyota Camry 2011,2011,"100,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"12,000"
Used Toyota Camry 2007,2007,"278,000KM",N/A,N/A,Green,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"12,000"
Used Toyota Camry 2008,2008,"189,000KM",N/A,N/A,Gold,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"12,000"
Used Kia Sportage 2018,2018,"166,000KM",N/A,N/A,Gold,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"62,000"
Used Toyota Corolla 2005,2005,"45,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"9,000"
Used Toyota Corolla 2007,2007,"185,000KM",N/A,N/A,Silver,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"8,000"
Used Toyota Corolla 2007,2007,"288,000KM",N/A,N/A,Silver,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"12,000"
Used Toyota Camry 2008,2008,"11,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"14,000"
Used Toyota Camry 2011,2011,"100,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"12,000"
Used Toyota Corolla 2019,2019,"146,000KM",Automatic,Petrol,White,4,N/A,"
            All Wheel Drive
          ",4,Perfect inside out,"32,500"
Used Toyota Camry 2007,2007,"188,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"8,000"
Used Hyundai Tucson 2017,2017,"141,000KM",N/A,N/A,Silver,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"25,000"
Used Hyundai Elantra 2015,2015,"184,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"12,000"
Used Honda Accord 2011,2011,"300,000KM",N/A,N/A,Black,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"15,000"
Used Toyota Camry 2015,2015,"720,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"13,000"
Used Toyota Camry 2004,2004,"450,000KM",N/A,N/A,Gold,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"5,000"
Used Hyundai Elantra 2013,2013,"490,000KM",N/A,N/A,White,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"12,000"
Used Toyota Fortuner 2012,2012,"170,000KM",N/A,N/A,Gold,N/A,N/A,"
            Drive
          ",N/A,Perfect inside out,"22,000"
